clarity,price,Fair,Good,Ideal,Premium,Very Good,D,E,F,G,H,I,J,carat,depth,table,x,y,z
4,1772,0,0,1,0,0,0,0,1,0,0,0,0,-0.5416369752969337,-0.5843468344610141,-0.20979375412936802,-0.46186237643770045,-0.42171393891524667,-0.4962052346660799
2,12231,0,0,0,1,0,1,0,0,0,0,0,0,1.7329250138867147,-1.9177403503654062,1.117213449608045,1.7490492537571611,1.689081613515301,1.4110872775095102
1,2228,0,0,0,0,1,0,0,0,0,1,0,0,-0.09522761293378787,0.11743922654129811,-0.6521294887085057,0.05729905899267204,0.12853618372690498,0.1106605646625169
6,1051,0,0,1,0,0,0,0,0,1,0,0,0,-0.8392432168723644,-0.16327519785962577,0.6748777150289074,-0.9094153380156077,-0.8817591234193403,-0.9007824342184776
2,969,0,0,0,1,0,0,1,0,0,0,0,0,-0.8179856281884051,-0.865061258861938,1.5595491841871827,-0.8288558049315845,-0.8546976419779228,-0.9152316199167778
4,13686,0,1,0,0,0,0,0,0,1,0,0,0,1.5203491270471212,0.9595824997440747,1.117213449608045,1.3552026475686032,1.4184667991011284,1.5266807630959096
1,1962,1,0,0,0,0,0,0,0,0,1,0,0,-0.11648520161774721,0.1876178326415303,-1.9791366924459186,0.11100541438202056,0.011269764147430202,0.09621137896421729
1,6250,0,0,0,1,0,0,0,0,0,1,0,0,1.4990915383631618,-0.44398962226054967,0.6748777150289074,1.5073706545050916,1.463569268170157,1.4110872775095102
3,13645,0,0,1,0,0,0,0,0,0,0,1,0,1.902985723358389,-0.865061258861938,-0.6521294887085057,1.8027556091465105,1.842430008349999,1.6711726200789097
6,1263,0,0,0,0,1,0,0,0,1,0,0,0,-0.7329552734525677,-1.1457756832628618,0.23254198044976965,-0.694589916458212,-0.6833082595156137,-0.7996381343303783
5,819,0,0,0,0,1,0,0,0,1,0,0,0,-1.0518191037119577,-1.4264901076637857,2.4442206533454582,-1.2137513518885845,-1.2515993697853764,-1.3487071908657753
1,650,0,0,0,0,1,0,1,0,0,0,0,0,-0.8605008055563237,0.8894038936438425,1.5595491841871827,-0.9899748710996309,-0.9719640615573975,-0.8863332485201779
4,621,0,0,1,0,0,0,0,1,0,0,0,0,-1.0518191037119577,0.32797504484199475,-0.6521294887085057,-1.2674577072779338,-1.2515993697853764,-1.2186645195810761
2,13417,0,0,0,1,0,0,0,0,1,0,0,0,1.9242433120423483,0.25779643874176256,-0.20979375412936802,1.6863918391362547,1.6439791444462724,1.700070991475509
3,984,0,0,1,0,0,0,1,0,0,0,0,0,-0.9455311602921611,0.32797504484199475,-0.6521294887085057,-1.070534404183654,-1.0982509749506786,-1.045274291201477
4,3964,0,0,0,0,1,0,0,0,0,1,0,0,0.22363621732560213,0.6086894692429187,-1.0944652232876433,0.3705861320972068,0.41719198576868954,0.47189020712001506
1,4524,0,0,0,1,0,0,0,0,1,0,0,0,0.8613638778443818,0.04726062044106589,1.117213449608045,1.006111337537835,0.9494011207832292,0.9776117065605127
2,5352,0,0,1,0,0,0,0,0,1,0,0,0,0.6062728136368701,0.04726062044106589,-0.6521294887085057,0.7644327382857655,0.7419297630656964,0.7608739210860133
2,3644,0,0,0,1,0,0,0,1,0,0,0,0,0.24489380600956145,0.6788680753431509,0.6748777150289074,0.4511456651812308,0.40817149195488317,0.5152377642149152
2,5715,0,0,0,1,0,0,0,0,0,0,0,1,1.180227708103772,-0.44398962226054967,1.5595491841871827,1.2567409960214633,1.2380569228250131,1.179900306336711
4,2879,0,0,1,0,0,0,0,1,0,0,0,0,-0.1590003789856659,0.1876178326415303,-0.6521294887085057,0.03044588129799738,0.0022492703336246334,0.03841463617101753
4,1092,0,0,1,0,0,1,0,0,0,0,0,0,-0.881758394240283,0.25779643874176256,-1.5810345313246954,-0.9631216934049562,-0.9539230739297864,-0.9152316199167778
5,944,0,0,0,0,1,0,0,1,0,0,0,0,-0.8605008055563237,1.0999397119445342,-0.6521294887085057,-0.981023811868073,-0.9629435677435919,-0.857434877123578
2,4805,0,0,0,1,0,0,0,0,1,0,0,0,0.45746969284915473,-1.2159542893630941,0.23254198044976965,0.7375795605910909,0.7058477878104733,0.5585853213098148
6,650,0,0,1,0,0,0,0,0,0,1,0,0,-1.0518191037119577,-0.44398962226054967,-0.6521294887085057,-1.249555588814817,-1.224537888343959,-1.2620120766759757
2,2858,0,0,0,0,1,0,0,1,0,0,0,0,0.03231791916996822,-0.30363241006009023,-0.20979375412936802,0.26317342131850896,0.2909050723754084,0.24070323594721668
3,999,0,0,1,0,0,0,1,0,0,0,0,0,-0.8179856281884051,0.1876178326415303,-0.6521294887085057,-0.8378068641631424,-0.9088206048607578,-0.8429856914252778
4,2441,0,0,0,0,1,0,0,0,0,0,1,0,-0.1590003789856659,1.380654136345463,-0.20979375412936802,-0.05906471101758375,-0.02481221110779287,0.12510975036081717
2,3800,0,1,0,0,0,0,1,0,0,0,0,0,0.22363621732560213,1.4508327424456904,-0.6521294887085057,0.3526840136340909,0.2909050723754084,0.500788578516615
2,1621,0,0,1,0,0,0,1,0,0,0,0,0,-0.5203793866129743,-0.09309659175939355,-0.6521294887085057,-0.4171070802799099,-0.4036729512876347,-0.40951012047628027
6,826,0,0,1,0,0,0,1,0,0,0,0,0,-1.0518191037119577,0.398153650942222,-1.0944652232876433,-1.2853598257410497,-1.2696403574129878,-1.233113705279376
1,2436,0,0,1,0,0,0,1,0,0,0,0,0,-0.20151555635358462,0.398153650942222,0.23254198044976965,-0.05906471101758375,-0.02481221110779287,0.00951626477441765
1,517,0,0,0,0,1,0,0,0,0,1,0,0,-1.009303926344039,0.9595824997440747,-0.6521294887085057,-1.2137513518885845,-1.2515993697853764,-1.1319694053912766
4,797,0,0,0,1,0,0,0,0,1,0,0,0,-0.9880463376600797,-0.09309659175939355,-0.20979375412936802,-1.0884365226467707,-1.1794354192749303,-1.1319694053912766
2,1299,0,0,1,0,0,0,0,0,0,1,0,0,-0.7116976847686084,-0.3738110161603174,-0.6521294887085057,-0.6766877979950962,-0.6562467780741962,-0.6984938344422791
1,1278,0,0,0,0,1,0,1,0,0,0,0,0,-0.5416369752969337,0.46833225704245424,0.09984126007602961,-0.47976449490081635,-0.47583690179808086,-0.40951012047628027
3,1574,0,0,0,0,1,0,0,1,0,0,0,0,-0.6054097413488118,0.9595824997440747,0.23254198044976965,-0.5513729687532816,-0.5750623337499445,-0.4528576775711798
7,761,0,0,1,0,0,0,0,0,0,1,0,0,-1.0305615150279983,-0.6545254405612463,-0.20979375412936802,-1.2048002926570265,-1.1974764069025414,-1.2475628909776761
4,3287,0,0,1,0,0,1,0,0,0,0,0,0,-0.20151555635358462,0.6086894692429187,0.23254198044976965,-0.07696682948070045,-0.05187369254921038,0.00951626477441765
7,810,0,0,0,0,1,0,0,0,0,0,1,0,-1.0518191037119577,1.0999397119445342,-0.20979375412936802,-1.2764087665094919,-1.3508248017372393,-1.204215333882776
2,5671,0,0,0,1,0,0,0,0,0,1,0,0,1.0739397646839752,0.8192252875436103,1.117213449608045,1.095621929853417,1.0396060589212865,1.179900306336711
5,979,0,0,1,0,0,0,1,0,0,0,0,0,-1.0305615150279983,-0.3738110161603174,-0.6521294887085057,-1.2137513518885845,-1.206496900716348,-1.233113705279376
4,2594,0,0,0,0,1,0,0,0,0,1,0,0,-0.1590003789856659,-1.1457756832628618,-0.20979375412936802,0.05729905899267204,0.11049519609929305,-0.04828047801878211
2,2313,0,0,0,0,1,0,0,0,0,0,0,1,0.05357550785392733,0.8192252875436103,-0.20979375412936802,0.1378585920766952,0.19167964042354557,0.26960160734381655
3,4145,0,0,0,1,0,0,0,0,0,0,0,1,0.542500047584992,-0.44398962226054967,0.23254198044976965,0.7465306198226488,0.7058477878104733,0.6597296211979146
3,880,0,0,0,1,0,0,0,1,0,0,0,0,-0.9667887489761203,-0.3738110161603174,0.6748777150289074,-1.070534404183654,-1.1162919625782899,-1.117520219692977
2,5241,0,0,0,0,1,0,0,1,0,0,0,0,0.4999848702170734,-2.6195264113677186,1.117213449608045,0.8539433306013466,0.9133191455280062,0.5152377642149152
1,3746,0,0,1,0,0,0,0,1,0,0,0,0,0.24489380600956145,0.46833225704245424,-0.20979375412936802,0.442194605949672,0.40817149195488317,0.48633939281831534
6,1235,0,0,1,0,0,0,0,0,1,0,0,0,-0.7967280395044457,-0.09309659175939355,-1.0944652232876433,-0.784100508773794,-0.8186156667226997,-0.7996381343303783
3,3270,0,0,0,0,1,0,1,0,0,0,0,0,-0.1590003789856659,-1.3563115015635585,-0.20979375412936802,0.1020543551504626,0.14657717135451612,-0.03383129232048249
4,2613,0,0,1,0,0,0,0,0,0,0,1,0,-0.09522761293378787,0.8894038936438425,-0.20979375412936802,0.06625011822422999,0.08343371465787634,0.1829064931540169
6,743,0,0,1,0,0,0,0,0,1,0,0,0,-1.0305615150279983,0.04726062044106589,-1.0944652232876433,-1.2316534703517013,-1.206496900716348,-1.204215333882776
3,1396,0,0,0,0,1,0,0,1,0,0,0,0,-0.6266673300327711,0.6788680753431509,-0.6521294887085057,-0.6140303833741888,-0.5931033213775556,-0.5251036060626798
2,4745,0,0,1,0,0,0,0,0,0,0,1,0,0.5637576362689515,0.11743922654129811,-1.536800957866781,0.7465306198226488,0.7780117383209195,0.7753231067843142
2,907,0,0,1,0,0,0,1,0,0,0,0,0,-0.8392432168723644,0.5385108631426865,-0.20979375412936802,-0.882562160320933,-0.9268615924883689,-0.8429856914252778
3,2834,0,0,1,0,0,0,0,0,0,1,0,0,0.011060330486008872,0.749046681443378,-0.20979375412936802,0.16471176977136986,0.12853618372690498,0.24070323594721668
3,759,0,0,0,0,1,1,0,0,0,0,0,0,-0.9242735716082017,1.5911899546461548,-0.6521294887085057,-1.1063386411098868,-1.0982509749506786,-0.9441299913133777
2,552,0,0,0,1,0,1,0,0,0,0,0,0,-1.0518191037119577,0.398153650942222,0.23254198044976965,-1.2943108849726077,-1.2696403574129878,-1.233113705279376
2,992,0,0,0,1,0,0,0,1,0,0,0,0,-0.7967280395044457,-0.16327519785962577,0.23254198044976965,-0.8020026272369098,-0.8366566543503116,-0.8285365057269782
2,493,0,0,1,0,0,0,0,0,1,0,0,0,-1.0305615150279983,0.04726062044106589,-1.0944652232876433,-1.2048002926570265,-1.1794354192749303,-1.1753169624861761
1,1770,1,0,0,0,0,1,0,0,0,0,0,0,-0.20151555635358462,4.257976986454939,0.23254198044976965,-0.19333059949095624,-0.2593450502667424,0.25515242164551627
4,713,0,0,1,0,0,0,1,0,0,0,0,0,-1.009303926344039,-0.233453803959858,-1.0944652232876433,-1.168996055730794,-1.1613944316473184,-1.1753169624861761
4,3419,0,0,1,0,0,1,0,0,0,0,0,0,-0.20151555635358462,-0.022917985659161342,-0.20979375412936802,-0.014309414859793186,0.011269764147430202,-0.004932920923882611
2,1609,0,0,1,0,0,0,1,0,0,0,0,0,-0.5203793866129743,0.5385108631426865,-0.6521294887085057,-0.46186237643770045,-0.4307344327290522,-0.3806117490796804
1,6098,0,0,0,1,0,0,0,0,0,1,0,0,0.8826214665283412,-2.058097562565871,1.117213449608045,1.1314261667796497,1.1027495156179272,0.818670663879213
2,11489,0,0,0,1,0,1,0,0,0,0,0,0,1.4990915383631618,-0.865061258861938,0.6748777150289074,1.5342238321997663,1.4996512434253801,1.382188906112911
2,6743,0,0,1,0,0,0,1,0,0,0,0,0,0.6487879910047888,-0.30363241006009023,-0.6521294887085057,0.8270901529066728,0.8772371702727831,0.8042214781809134
3,504,0,0,0,1,0,0,0,0,0,0,0,1,-1.009303926344039,0.11743922654129811,0.6748777150289074,-1.2048002926570265,-1.242578875971571,-1.204215333882776
1,2623,0,0,0,0,1,0,1,0,0,0,0,0,0.011060330486008872,0.46833225704245424,-1.0944652232876433,0.1378585920766952,0.17363865279593363,0.2118048645506168
5,15609,0,0,1,0,0,0,0,0,1,0,0,0,1.626637070466918,0.398153650942222,-1.536800957866781,1.5073706545050916,1.5537742063082152,1.5844775058891094
4,14750,1,0,0,0,0,0,0,0,0,0,0,1,2.6895165046648843,2.012261591247538,0.23254198044976965,1.9549236160829988,2.085983341322754,2.335835162200706
1,1610,0,0,0,1,0,0,0,0,1,0,0,0,-0.13774279030170655,-0.3738110161603174,-0.6521294887085057,0.03044588129799738,-0.05187369254921038,-0.04828047801878211
5,2602,0,0,1,0,0,0,0,0,0,0,1,0,-0.1590003789856659,-0.5141682283607819,-0.20979375412936802,0.07520117745578794,0.10147470228548748,0.023965450472717267
4,394,0,1,0,0,0,0,0,0,0,0,0,1,-1.0518191037119577,1.1701183180447665,-0.20979375412936802,-1.3390661811303983,-1.3237633202958226,-1.2186645195810761
3,749,0,0,0,1,0,0,0,0,0,1,0,0,-0.9030159829242423,-0.233453803959858,0.23254198044976965,-0.9720727526365149,-1.0080460368126205,-1.0019267341065774
4,1079,0,0,0,1,0,0,1,0,0,0,0,0,-0.8179856281884051,-1.1457756832628618,0.23254198044976965,-0.8199047457000266,-0.8005746790950885,-0.9152316199167778
6,1124,0,0,1,0,0,0,0,1,0,0,0,0,-0.8605008055563237,0.398153650942222,-1.0944652232876433,-0.9452195749418403,-0.9268615924883689,-0.8863332485201779
7,1013,0,0,0,1,0,0,0,0,0,1,0,0,-1.0518191037119577,-0.9352398649621702,1.117213449608045,-1.240604529583259,-1.2876813450405995,-1.3342580051674757
2,4072,0,0,0,1,0,0,0,0,0,0,1,0,0.45746969284915473,-2.19845477476633,2.0018849187663204,0.7017753236648583,0.6517248249276392,0.3851950929302154
5,15303,0,0,0,1,0,0,0,0,1,0,0,0,1.5203491270471212,-0.5843468344610141,0.23254198044976965,1.5163217137366496,1.4906307496115745,1.4110872775095102
3,7076,0,0,0,0,1,0,0,0,1,0,0,0,0.7975911117925037,1.029761105844307,-0.20979375412936802,0.898698626759138,0.8862576640865887,1.0354084493537123
1,9769,0,0,0,1,0,0,0,0,0,1,0,0,2.476940617825291,-0.9352398649621702,2.0018849187663204,1.9996789122407894,1.9596964279294744,1.8156644770619084
4,6659,0,0,0,1,0,0,0,0,1,0,0,0,0.4999848702170734,0.32797504484199475,-0.20979375412936802,0.6659710867386257,0.6246633434862217,0.6886279925945138
7,758,0,0,1,0,0,0,0,0,0,0,0,1,-0.8392432168723644,0.5385108631426865,-0.6521294887085057,-0.9183663972471656,-0.8907796172331458,-0.8429856914252778
4,1821,0,0,0,0,1,0,0,1,0,0,0,0,-0.562894563980893,-0.16327519785962577,0.6748777150289074,-0.47976449490081635,-0.4577959141704697,-0.4817560489677796
3,1689,0,0,1,0,0,0,1,0,0,0,0,0,-0.5841521526648524,0.32797504484199475,-0.6521294887085057,-0.5513729687532816,-0.5209393708671095,-0.4962052346660799
3,9086,0,0,0,1,0,0,1,0,0,0,0,0,1.0101669986320974,-0.3738110161603174,0.6748777150289074,1.1582793444743236,1.1207905032455383,1.0787560064486126
6,725,0,0,0,0,1,0,0,0,1,0,0,0,-1.0518191037119577,-0.7247040466614736,-0.6521294887085057,-1.2585066480463751,-1.242578875971571,-1.305359633770876
5,609,0,0,1,0,0,0,0,0,0,1,0,0,-1.0305615150279983,0.32797504484199475,-1.536800957866781,-1.2227024111201426,-1.2155173945301534,-1.1753169624861761
7,891,0,0,1,0,0,0,0,0,1,0,0,0,-1.0305615150279983,0.1876178326415303,-1.536800957866781,-1.2227024111201426,-1.2155173945301534,-1.1897661481844763
3,1294,0,1,0,0,0,0,1,0,0,0,0,0,-0.6904400960846492,-2.3388119869667947,1.249914169981785,-0.5782261464479562,-0.5028983832394984,-0.7707397629337784
5,889,0,0,0,0,1,0,0,0,1,0,0,0,-0.8179856281884051,-1.8475617442651742,1.117213449608045,-0.7930515680053519,-0.773513197653671,-0.9585791770116773
5,1061,0,0,1,0,0,0,0,0,0,0,1,0,-0.8179856281884051,-0.09309659175939355,-0.20979375412936802,-0.8467579233947005,-0.8727386296055346,-0.857434877123578
3,702,0,0,0,1,0,0,1,0,0,0,0,0,-1.009303926344039,-0.865061258861938,0.23254198044976965,-1.1510939372676772,-1.1253124563920953,-1.204215333882776
1,1940,0,0,0,0,1,0,0,1,0,0,0,0,-0.20151555635358462,-0.5843468344610141,0.23254198044976965,-0.02326047409135114,0.0383312455888469,-0.06272966371708173
2,1600,0,0,1,0,0,1,0,0,0,0,0,0,-0.5841521526648524,0.46833225704245424,-0.6521294887085057,-0.5424219095217236,-0.5028983832394984,-0.46730686326948
2,4368,0,0,0,1,0,0,0,0,0,1,0,0,0.5212424589010327,-0.9352398649621702,0.6748777150289074,0.7733837975173234,0.7419297630656964,0.6308312498013147
2,803,0,0,0,1,0,1,0,0,0,0,0,0,-0.9667887489761203,0.1876178326415303,0.6748777150289074,-1.1152897003414446,-1.1794354192749303,-1.117520219692977
6,1608,0,0,0,1,0,0,0,0,0,0,1,0,-0.4778642092450559,0.25779643874176256,0.23254198044976965,-0.4260581395114678,-0.36759097603241164,-0.36616256338138076
3,1448,0,0,0,1,0,0,0,0,1,0,0,0,-0.5203793866129743,-1.496668713764018,0.6748777150289074,-0.3634007248905606,-0.3315090007771886,-0.5106544203643795
2,7333,1,0,0,0,0,0,0,0,0,1,0,0,1.6691522478348366,2.082440197347775,0.23254198044976965,1.3910068844948358,1.3463028485906823,1.6711726200789097
1,1229,0,0,1,0,0,0,1,0,0,0,0,0,-0.5841521526648524,0.8192252875436103,-0.6521294887085057,-0.515568731827049,-0.548000852308527,-0.43840849187288017
1,924,0,0,1,0,0,0,0,0,0,0,0,1,-0.5841521526648524,-0.09309659175939355,-1.0944652232876433,-0.5066176725954911,-0.48485739561188645,-0.4962052346660799
2,14154,0,0,1,0,0,1,0,0,0,0,0,0,1.8604705459904702,0.6086894692429187,-1.536800957866781,1.650587602210022,1.7161430949567185,1.7723169199670084
2,5694,0,0,1,0,0,0,0,0,0,0,1,0,0.8613638778443818,0.398153650942222,-1.9791366924459186,0.9613560413800445,1.0125445774798691,1.0354084493537123
2,3107,0,1,0,0,0,0,1,0,0,0,0,0,-0.010197258197950476,1.029761105844307,-0.6521294887085057,0.09310329591890465,0.16461815898212806,0.25515242164551627
5,957,0,0,1,0,0,1,0,0,0,0,0,0,-0.9242735716082017,0.11743922654129811,-1.9791366924459186,-1.0347301672574214,-1.017066530626427,-1.0019267341065774
1,4284,0,0,0,1,0,0,0,1,0,0,0,0,0.47872728153311406,-1.2159542893630941,1.117213449608045,0.7554816790542076,0.7238887754380853,0.573034507008115
3,17441,0,0,1,0,0,1,0,0,0,0,0,0,1.6053794817829585,0.5385108631426865,-1.0944652232876433,1.480517476810417,1.5357332186806032,1.5844775058891094
6,10463,0,0,0,0,1,0,1,0,0,0,0,0,0.43621210416519535,0.6788680753431509,-1.536800957866781,0.5675094351914866,0.5976018620448041,0.6741788068962142
4,10071,0,0,0,1,0,0,0,0,1,0,0,0,1.0951973533679347,-0.16327519785962577,0.6748777150289074,1.1940835814005561,1.1478519846869557,1.1365527492418124
2,7189,0,0,0,0,1,0,0,0,0,1,0,0,1.0951973533679347,-1.0054184710624023,0.23254198044976965,1.1582793444743236,1.2380569228250131,1.049857635052012
5,2398,0,0,0,0,1,0,0,0,0,0,1,0,-0.20151555635358462,0.9595824997440747,-0.20979375412936802,-0.08591788871225842,-0.04285319873540481,0.052863821869317144
3,601,0,0,0,0,1,0,1,0,0,0,0,0,-1.136849458447795,0.749046681443378,0.23254198044976965,-1.544940543456236,-1.504173196571938,-1.4498514907538753
1,13885,0,0,0,1,0,0,0,0,0,1,0,0,3.1146682783440705,-0.44398962226054967,-0.20979375412936802,2.438280814587138,2.4107211186197626,2.335835162200706
4,1155,0,0,0,1,0,0,0,1,0,0,0,0,-0.754212862136527,0.11743922654129811,0.6748777150289074,-0.7572473310791193,-0.8005746790950885,-0.7562905772354788
5,564,0,0,0,0,1,0,1,0,0,0,0,0,-1.136849458447795,-0.6545254405612463,1.5595491841871827,-1.437527832677538,-1.4410297398752974,-1.478749862150475
3,852,0,0,0,1,0,1,0,0,0,0,0,0,-0.9242735716082017,0.04726062044106589,0.23254198044976965,-1.0526322857205381,-1.0351075182540381,-1.0308251055031774
1,4987,0,0,1,0,0,0,0,0,1,0,0,0,0.5637576362689515,0.25779643874176256,0.23254198044976965,0.6838732052017423,0.7238887754380853,0.7319755496894139
2,1753,0,0,0,1,0,1,0,0,0,0,0,0,-0.562894563980893,-0.233453803959858,-0.20979375412936802,-0.4171070802799099,-0.47583690179808086,-0.46730686326948
1,3619,0,0,1,0,0,0,0,1,0,0,0,0,0.18112103995768342,0.32797504484199475,-0.6521294887085057,0.34373295440253293,0.39915099814107763,0.4140934643268153
3,419,0,0,0,0,1,0,0,1,0,0,0,0,-1.1793646358157137,0.46833225704245424,0.23254198044976965,-1.5628426619193523,-1.5582961594547722,-1.5076482335470744
4,698,0,0,1,0,0,0,1,0,0,0,0,0,-0.9667887489761203,0.32797504484199475,-0.20979375412936802,-1.1331918188045613,-1.0982509749506786,-1.0741726625980768
4,9955,0,0,0,0,1,0,1,0,0,0,0,0,0.45746969284915473,0.9595824997440747,-0.6521294887085057,0.6391179090439518,0.5976018620448041,0.7464247353877136
4,868,0,0,0,0,1,0,0,0,1,0,0,0,-0.8392432168723644,-0.16327519785962577,0.23254198044976965,-0.9004642787840498,-0.8907796172331458,-0.9007824342184776
4,1873,0,0,0,1,0,1,0,0,0,0,0,0,-0.6054097413488118,-1.5668473198642503,-0.20979375412936802,-0.4350091987430258,-0.4668164079842753,-0.6117987202524794
2,926,0,0,0,0,1,0,0,1,0,0,0,0,-0.7967280395044457,1.0999397119445342,-0.6521294887085057,-0.8378068641631424,-0.8817591234193403,-0.7418413915371785
2,1105,0,0,0,1,0,0,0,0,0,0,1,0,-0.5841521526648524,0.8192252875436103,0.23254198044976965,-0.5245197910586077,-0.6201648028189731,-0.4817560489677796
5,907,0,0,0,1,0,0,0,0,1,0,0,0,-1.0305615150279983,0.8192252875436103,0.23254198044976965,-1.2674577072779338,-1.3147428264820171,-1.204215333882776
5,669,0,0,1,0,0,0,1,0,0,0,0,0,-1.073076692395917,0.1876178326415303,-1.0944652232876433,-1.3211640626672823,-1.3147428264820171,-1.2909104480725757
1,7272,0,0,1,0,0,0,1,0,0,0,0,0,1.5203491270471212,0.6788680753431509,-1.0944652232876433,1.382055825263277,1.3102208733354592,1.4399856489061107
2,1231,0,0,0,1,0,0,0,1,0,0,0,0,-0.6266673300327711,-0.022917985659161342,-0.20979375412936802,-0.5692750872163983,-0.602123815191362,-0.5829003488558795
1,3689,0,0,0,1,0,0,0,0,1,0,0,0,0.28740898337748017,0.32797504484199475,-1.0944652232876433,0.4869499021074626,0.4622944548377182,0.5152377642149152
3,12378,0,0,0,1,0,0,0,0,0,0,1,0,2.0730464328300635,0.398153650942222,0.23254198044976965,1.8027556091465105,1.7612455640257472,1.8301136627602081
1,2405,0,0,1,0,0,0,1,0,0,0,0,0,-0.20151555635358462,-0.7948826527617058,-0.6521294887085057,0.0035927036033235175,0.047351739402653276,-0.06272966371708173
3,1337,0,0,0,0,1,0,0,0,0,1,0,0,-0.6266673300327711,0.398153650942222,-0.6521294887085057,-0.596128264911073,-0.5570213461223326,-0.5251036060626798
4,3024,0,0,0,0,1,0,0,0,1,0,0,0,-0.1590003789856659,-1.1457756832628618,2.4442206533454582,0.1199564736135793,0.08343371465787634,-0.03383129232048249
2,666,0,0,1,0,0,0,0,0,0,1,0,0,-0.8392432168723644,0.1876178326415303,-0.6521294887085057,-0.9362685157102824,-0.8907796172331458,-0.8863332485201779
6,1107,0,0,0,1,0,0,0,0,0,0,1,0,-0.8179856281884051,0.11743922654129811,-0.20979375412936802,-0.8109536864684678,-0.8546976419779228,-0.8140873200286779
3,6340,0,0,0,0,1,0,0,1,0,0,0,0,0.43621210416519535,0.32797504484199475,-1.0944652232876433,0.5943626128861604,0.6427043311138335,0.6597296211979146
4,1154,0,1,0,0,0,0,0,0,1,0,0,0,-0.7329552734525677,-2.5493478052674865,1.6480163311030114,-0.6319325018373055,-0.5931033213775556,-0.8718840628218777
5,789,0,0,0,1,0,0,1,0,0,0,0,0,-1.0518191037119577,-0.233453803959858,0.6748777150289074,-1.2585066480463751,-1.2515993697853764,-1.2620120766759757
4,647,0,1,0,0,0,0,0,0,0,0,0,1,-0.8179856281884051,1.380654136345463,-0.6521294887085057,-0.9362685157102824,-0.9178410986745633,-0.785188948632078
5,10844,0,0,0,1,0,0,0,1,0,0,0,0,0.9251366438962599,-2.2686333808665626,0.6748777150289074,1.2030346406321148,1.1298109970593446,0.8331198495775138
4,1764,0,0,1,0,0,0,1,0,0,0,0,0,-0.5203793866129743,-0.16327519785962577,-0.20979375412936802,-0.4439602579745837,-0.41269344510144107,-0.43840849187288017
2,408,0,0,0,1,0,0,0,0,0,0,1,0,-1.0305615150279983,0.398153650942222,0.6748777150289074,-1.2853598257410497,-1.2696403574129878,-1.233113705279376
4,619,0,0,1,0,0,0,1,0,0,0,0,0,-1.073076692395917,-0.3738110161603174,-0.6521294887085057,-1.3032619442041664,-1.2967018388544052,-1.3342580051674757
7,1056,0,0,1,0,0,0,0,0,1,0,0,0,-0.9030159829242423,0.25779643874176256,-1.536800957866781,-1.0078769895627475,-0.9809845553712039,-0.9585791770116773
4,1558,0,0,0,1,0,0,0,1,0,0,0,0,-0.562894563980893,-0.16327519785962577,1.5595491841871827,-0.49766661336393303,-0.5570213461223326,-0.5395527917609794
4,988,0,0,1,0,0,1,0,0,0,0,0,0,-0.8605008055563237,0.04726062044106589,-1.536800957866781,-0.9273174564787237,-0.8998001110469513,-0.9007824342184776
1,12030,0,0,0,0,1,0,0,0,0,0,0,1,2.8170620367686405,0.398153650942222,1.5595491841871827,2.1787000968719523,2.2393317361574536,2.2635892337092054
4,2147,0,0,0,1,0,1,0,0,0,0,0,0,-0.562894563980893,-1.7773831381649419,1.117213449608045,-0.31864542873277,-0.376611469846218,-0.5395527917609794
1,4081,0,0,0,0,1,0,0,1,0,0,0,0,0.43621210416519535,0.8192252875436103,0.6748777150289074,0.5138030798021372,0.5976018620448041,0.6597296211979146
3,781,0,0,1,0,0,1,0,0,0,0,0,0,-0.9880463376600797,0.04726062044106589,-0.6521294887085057,-1.1421428780361194,-1.1253124563920953,-1.117520219692977
1,5249,0,0,1,0,0,0,0,0,0,0,1,0,1.0101669986320974,0.25779643874176256,-0.6521294887085057,1.104572989084975,1.0756880341765096,1.1221035635435113
1,2234,0,0,0,1,0,0,0,1,0,0,0,0,-0.20151555635358462,-1.496668713764018,0.23254198044976965,0.05729905899267204,-0.006771223480181735,-0.14942477790688136
3,12696,0,0,0,1,0,0,0,0,1,0,0,0,1.5203491270471212,-1.496668713764018,-0.20979375412936802,1.6058323060522308,1.5898561815634382,1.3532905347163104
2,3002,0,0,0,0,1,0,1,0,0,0,0,0,0.07483309653788668,0.25779643874176256,0.23254198044976965,0.254222362086951,0.2818845785616028,0.29849997874041645
3,6533,0,0,0,0,1,0,0,1,0,0,0,0,0.45746969284915473,0.9595824997440747,1.117213449608045,0.5943626128861604,0.5705403806033874,0.7030771782928135
1,5156,0,0,0,1,0,0,0,0,0,0,0,1,1.2227428854716909,-0.7247040466614736,1.117213449608045,1.3104473514108126,1.2109954413835964,1.151001934940112
6,548,0,0,0,0,1,0,1,0,0,0,0,0,-1.1581070471317543,-2.8300622296684104,2.0018849187663204,-1.4017235957513055,-1.3869067769924623,-1.6232417191334738
6,4504,0,0,0,0,1,0,0,1,0,0,0,0,-0.07397002424982851,0.25779643874176256,-0.20979375412936802,0.06625011822422999,0.09245420847168191,0.1106605646625169
2,4281,0,0,0,0,1,0,0,0,1,0,0,0,0.2661513946935208,0.04726062044106589,-1.536800957866781,0.4690477836443467,0.579560874417193,0.5296869499132149
